genome,fragment,original_removed_start,original_removed_stop,original_removed_length,inserted_gene_id,inserted_gene_header,inserted_gene_length,inserted_start,inserted_stop,strand
Akkermansia_muciniphila,Akkermansia_muciniphila,1706143,1706439,297,MEG_3539|Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|LDE,MEG_3539|Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|LDE,1209,1706143,1707351,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2011449,2012271,823,MEG_8093|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSM,MEG_8093|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSM,429,1995739,1996167,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2012296,2013834,1539,MEG_2512|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,MEG_2512|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,474,1996192,1996665,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2018585,2020195,1611,MEG_7447|Drugs|Glycopeptides|VanN-type_resistance_protein|VANN,MEG_7447|Drugs|Glycopeptides|VanN-type_resistance_protein|VANN,1606,2001416,2003021,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2033761,2035662,1902,MEG_5849|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACJ,MEG_5849|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACJ,324,2016587,2016910,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2100121,2103264,3144,MEG_6170|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,MEG_6170|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,543,2081369,2081911,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2103276,2104499,1224,MEG_5410|Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRA,MEG_5410|Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRA,2400,2081923,2084322,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2104515,2104847,333,MEG_1552|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,MEG_1552|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,660,2084338,2084997,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2105234,2106253,1020,MEG_3685|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_3685|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1626,2085384,2087009,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2106410,2108525,2116,MEG_1747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|CMER,MEG_1747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|CMER,633,2087166,2087798,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2163207,2164650,1444,MEG_4177|Metals|Nickel_resistance|Nickel_ABC_efflux_regulator|NIKR,MEG_4177|Metals|Nickel_resistance|Nickel_ABC_efflux_regulator|NIKR,402,2142480,2142881,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2166169,2166576,408,MEG_7774|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,MEG_7774|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,1140,2144400,2145539,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2169190,2171694,2505,MEG_7265|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,MEG_7265|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,142,2148153,2148294,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2194950,2196143,1194,MEG_1579|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,MEG_1579|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,648,2171550,2172197,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2196166,2199315,3150,MEG_11472|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MEXC1,MEG_11472|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MEXC1,1164,2172220,2173383,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2208170,2209915,1746,MEG_4187|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMH,MEG_4187|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMH,458,2182238,2182695,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2285632,2286789,1158,MEG_3851|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,MEG_3851|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,657,2258412,2259068,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2299750,2300859,1110,MEG_972|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,MEG_972|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,780,2272029,2272808,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2437916,2438626,711,MEG_11252|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,MEG_11252|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,321,2409865,2410185,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2515262,2516812,1551,MEG_1138|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,MEG_1138|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,453,2486821,2487273,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2568583,2569527,945,MEG_6631|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,MEG_6631|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,816,2539044,2539859,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2596802,2599156,2355,MEG_1468|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|BLTR,MEG_1468|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|BLTR,822,2567134,2567955,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2602305,2602682,378,MEG_3935|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|MEXV,MEG_3935|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|MEXV,1131,2571104,2572234,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2636034,2637200,1167,MEG_10128|Drugs|Rifampin|Rifampin_monooyxgenase|ROX,MEG_10128|Drugs|Rifampin|Rifampin_monooyxgenase|ROX,1431,2605586,2607016,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2661030,2661899,870,MEG_2656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,MEG_2656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,519,2630846,2631364,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2715843,2717075,1233,MEG_3078|Biocides|Acid_resistance|Acid_resistance_protein|GADB,MEG_3078|Biocides|Acid_resistance|Acid_resistance_protein|GADB,1401,2685308,2686708,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2790664,2792388,1725,MEG_3884|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR,MEG_3884|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR,456,2760297,2760752,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2818761,2821457,2697,MEG_7846|Metals|Zinc_resistance|Zinc_resistance_protein|ZEVB,MEG_7846|Metals|Zinc_resistance|Zinc_resistance_protein|ZEVB,969,2787125,2788093,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2916772,2917905,1134,MEG_3435|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|IRLR,MEG_3435|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|IRLR,690,2883408,2884097,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2918524,2918991,468,MEG_2669|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA,MEG_2669|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA,489,2884716,2885204,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2930360,2930698,339,MEG_11357|Drugs|Organoarsenicals|Arsinothricin_resistance_N-acetyltransferases|ARSN1,MEG_11357|Drugs|Organoarsenicals|Arsinothricin_resistance_N-acetyltransferases|ARSN1,561,2896573,2897133,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2950535,2952178,1644,MEG_1181|Biocides|Acid_resistance|Acid_resistance_protein|ASR,MEG_1181|Biocides|Acid_resistance|Acid_resistance_protein|ASR,336,2916970,2917305,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2982016,2986561,4546,MEG_3692|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_3692|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1644,2947143,2948786,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3001112,3002761,1650,MEG_1704|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CHR,MEG_1704|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CHR,561,2963337,2963897,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3008080,3008544,465,MEG_5955|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,MEG_5955|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,681,2969216,2969896,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3008630,3008953,324,MEG_4317|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,MEG_4317|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,1968,2969982,2971949,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3026010,3026525,516,MEG_8657|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRE,MEG_8657|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRE,645,2989006,2989650,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3062385,3063209,825,MEG_11249|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSU,MEG_11249|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSU,414,3025510,3025923,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3072494,3072877,384,MEG_743|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,MEG_743|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,534,3035208,3035741,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3081467,3084186,2720,MEG_5420|Metals|Copper_resistance|Copper_resistance_protein|PCOC,MEG_5420|Metals|Copper_resistance|Copper_resistance_protein|PCOC,381,3044331,3044711,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3167935,3168780,846,MEG_3073|Drugs|Fusidic_acid|Fusidic_acid_esterases|FUSF,MEG_3073|Drugs|Fusidic_acid|Fusidic_acid_esterases|FUSF,645,3128460,3129104,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3178654,3179556,903,MEG_4102|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXC,MEG_4102|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXC,3111,3138978,3142088,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3180355,3182423,2069,MEG_2992|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,MEG_2992|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,429,3142887,3143315,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3184595,3185215,621,MEG_7821|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YFEA,MEG_7821|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YFEA,969,3145487,3146455,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3241981,3242607,627,MEG_3703|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_3703|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1626,3203221,3204846,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3283548,3284498,951,MEG_4000|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR,MEG_4000|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR,468,3245787,3246254,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3374400,3375440,1041,MEG_6700|Drugs|betalactams|Class_A_betalactamases|TEM,MEG_6700|Drugs|betalactams|Class_A_betalactamases|TEM,861,3336156,3337016,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3375527,3377376,1850,MEG_7324|Metals|Tungsten_Resistance|Tungsten_ABC_efflux_pumps|TUPB,MEG_7324|Metals|Tungsten_Resistance|Tungsten_ABC_efflux_pumps|TUPB,687,3337103,3337789,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3377559,3378332,774,MEG_367|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,MEG_367|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,606,3337972,3338577,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3390713,3391279,567,MEG_5797|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|PMRA,MEG_5797|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|PMRA,1200,3350958,3352157,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3418509,3418922,414,MEG_3836|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_regulator|MEPR,MEG_3836|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_regulator|MEPR,420,3379387,3379806,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3419028,3419462,435,MEG_5828|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACE,MEG_5828|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACE,333,3379912,3380244,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3430825,3432015,1191,MEG_5816|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,MEG_5816|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,1041,3391607,3392647,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3677911,3679311,1401,MEG_3691|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_3691|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1407,3638543,3639949,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3679681,3680505,825,MEG_4316|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,MEG_4316|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,1968,3640319,3642286,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3680873,3681601,729,MEG_11436|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|KATP,MEG_11436|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|KATP,2211,3642654,3644864,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3681964,3685077,3114,MEG_396|Metals|Iron_resistance|Iron_resistance_protein|ACN,MEG_396|Metals|Iron_resistance|Iron_resistance_protein|ACN,2832,3645227,3648058,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3685102,3686259,1158,MEG_4221|Metals|Nickel_resistance|Nickel_resistance_regulator|NRSS,MEG_4221|Metals|Nickel_resistance|Nickel_resistance_regulator|NRSS,1365,3648083,3649447,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3686598,3687080,483,MEG_3285|Metals|Nickel_resistance|Nickel_resistance_protein|HUPN,MEG_3285|Metals|Nickel_resistance|Nickel_resistance_protein|HUPN,327,3649786,3650112,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3693631,3694062,432,MEG_4072|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC,MEG_4072|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC,1479,3656663,3658141,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3694068,3698983,4916,MEG_5772|Biocides|Peroxide_resistance|peroxide_resistance_regulator|PERR,MEG_5772|Biocides|Peroxide_resistance|peroxide_resistance_regulator|PERR,447,3658147,3658593,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3704001,3706199,2199,MEG_1714|Metals|Chromium_resistance|Chromium_resistance_protein|CHRE,MEG_1714|Metals|Chromium_resistance|Chromium_resistance_protein|CHRE,342,3663611,3663952,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3825137,3825769,633,MEG_7859|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUC,MEG_7859|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUC,756,3782890,3783645,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3872759,3873184,426,MEG_2073|Metals|Copper_resistance|Copper_resistance_regulator|COPR,MEG_2073|Metals|Copper_resistance|Copper_resistance_regulator|COPR,684,3830635,3831318,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3893753,3896857,3105,MEG_5994|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,MEG_5994|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,645,3851887,3852531,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3896869,3898026,1158,MEG_1147|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,MEG_1147|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,1041,3852543,3853583,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3898425,3899087,663,MEG_7691|Drugs|MLS|Streptogramin_B_ester_bond_cleavage|VGBA,MEG_7691|Drugs|MLS|Streptogramin_B_ester_bond_cleavage|VGBA,900,3853982,3854881,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,3926089,3926403,315,MEG_7235|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,MEG_7235|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,1920,3881883,3883802,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,4096493,4097257,765,MEG_11515|Drugs|Ionophores|Ionophore_ABC_efflux_pump|NARA,MEG_11515|Drugs|Ionophores|Ionophore_ABC_efflux_pump|NARA,882,4053892,4054773,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,4108853,4109674,822,MEG_7819|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|YDEO,MEG_7819|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|YDEO,762,4066369,4067130,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,4128325,4129122,798,MEG_3677|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_3677|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1623,4085781,4087403,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,4132052,4133539,1488,MEG_1155|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,MEG_1155|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,396,4090333,4090728,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,4141972,4142364,393,MEG_7182|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,MEG_7182|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,2013,4099161,4101173,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,4175276,4176768,1493,MEG_7605|Drugs|Glycopeptides|VanD-type_accessory_protein|VANYD,MEG_7605|Drugs|Glycopeptides|VanD-type_accessory_protein|VANYD,1071,4134085,4135155,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,4287909,4288619,711,MEG_3887|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2,MEG_3887|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2,435,4246296,4246730,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,4458335,4459363,1029,MEG_2513|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,MEG_2513|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,474,4416446,4416919,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,4572564,4573247,684,MEG_7001|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET48,MEG_7001|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET48,1200,4530120,4531319,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,4710663,4711139,477,MEG_3453|Metals|Tellurium_resistance|Tellurium_resistance_protein|KLAC,MEG_3453|Metals|Tellurium_resistance|Tellurium_resistance_protein|KLAC,954,4668735,4669688,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,4731817,4734930,3114,MEG_2989|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,MEG_2989|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,408,4690366,4690773,+
Escherichia_coli_B3008,Escherichia_coli_B3008,96874,98247,1374,MEG_6546|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB,MEG_6546|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB,582,96874,97455,+
Escherichia_coli_B3008,Escherichia_coli_B3008,105729,106310,582,MEG_7045|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,MEG_7045|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,1206,104937,106142,+
Escherichia_coli_B3008,Escherichia_coli_B3008,168004,168685,682,MEG_8806|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_8806|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1617,167836,169452,+
Escherichia_coli_B3008,Escherichia_coli_B3008,169821,170156,336,MEG_2919|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,MEG_2919|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,1215,170588,171802,+
Escherichia_coli_B3008,Escherichia_coli_B3008,244385,244777,393,MEG_407|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,MEG_407|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,3114,246031,249144,+
Escherichia_coli_B3008,Escherichia_coli_B3008,248925,249314,390,MEG_3912|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXF,MEG_3912|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXF,3189,253292,256480,+
Escherichia_coli_B3008,Escherichia_coli_B3008,249328,249762,435,MEG_5997|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,MEG_5997|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,645,256494,257138,+
Escherichia_coli_B3008,Escherichia_coli_B3008,282393,284672,2280,MEG_8087|Biocides|Aldehyde_resistance|Aldehyde_degradation|FORMA,MEG_8087|Biocides|Aldehyde_resistance|Aldehyde_degradation|FORMA,1110,289769,290878,+
Escherichia_coli_B3008,Escherichia_coli_B3008,285192,285953,762,MEG_9961|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,MEG_9961|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,723,291398,292120,+
Escherichia_coli_B3008,Escherichia_coli_B3008,296834,298234,1401,MEG_7641|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|VCMA,MEG_7641|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|VCMA,1386,303001,304386,+
Escherichia_coli_B3008,Escherichia_coli_B3008,298390,299925,1536,MEG_7851|Metals|Zinc_resistance|Zinc_resistance_protein|ZITB,MEG_7851|Metals|Zinc_resistance|Zinc_resistance_protein|ZITB,942,304542,305483,+
